Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Manzanillo (Mex),Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo (Pan),Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteborg,Buenaventura,Valparaiso,Tauranga,Pasir Gudang,Auckland,Caucedo,Izmir,Cristobal,Montevideo,Paranagua,Djibouti,Al Aqabah,Cape Town,Casablanca,Qasim,Qinhuangdao,Doha,Puerto Limon,Rio Grande,Hakata,Gemlik,Piraievs,Altamira,Puerto Cortes,Thilawa,Tuticorin,Dakar,Dar es Salaam,Navegantes,Liverpool,Aliaga,Douala,Santo Tomas,Sines,Napoli,Hai Phong,Bahia San Vicente,Puerto Cabello,Puerto Barrios,Halifax,Haina,Puerto Quetzal,Port Adelaide,Livorno,Vienna,Port De Salvador,Rio de Janeiro,Puerto Caldera,Sepetiba Bay,Budapest,Paita,Vitoria,Acajutla,Mombasa,Pecem,Port Au Prince,Pipavav Bandar,Santa Marta,Barranquilla,Varna,Corinto,Puerto Castilla,Reykjavik,St John,Progreso,Puerto Plata,Santo Domingo,Sendai,Bratislava,Shimizu,All Other Brazil Ports South of Recife,Eemshaven,All Other Chile Ports,All Other India West Coast Ports,All Other Fiji Islands Ports,Coquimbo,Asuncion,Kleinhuningen,Cebu,Izmit,All Other Vietnam Ports,Semarang,All Other Turkey Mediterranean Ports,All Other Norway Ports,Tema,All Other Nicaragua Caribbean Region Ports,Palembang,Abidjan,San Pedro,Belawan,Davao,All Ports in Cambodia,Klaipeda,Aarhus,Rauma,Koper,Ringaskiddy,Tallinn,Constanta,Riga,Fredericia,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
All Other Brazil Ports South of Recife,22038.65,25296.88,23555.15,23555.15,22256.68,21189.00,22045.49,23815.04,18955.33,22314.92,9477.14,24767.56,22729.03,21855.84,9936.22,9427.47,22878.04,25176.97,24745.76,25642.83,9718.19,26264.71,22215.07,20597.96,19775.88,23365.99,7724.35,8761.19,18865.02,13754.66,21239.18,3083.38,9277.95,23756.85,11905.78,7772.79,9718.04,10131.13,12049.74,16860.35,25014.17,18531.92,10131.13,20597.96,20738.44,16363.09,20858.36,8342.24,8919.95,29958.15,9010.10,11730.93,9151.10,21737.16,21388.19,8236.63,22736.33,9610.33,20858.36,8779.46,19775.88,12540.30,9002.24,9790.23,26752.88,9018.06,19565.15,23486.13,11226.73,9031.18,19047.88,21838.24,24694.35,11859.59,22756.90,12676.67,19435.49,9151.10,7755.24,8895.46,22418.97,9610.33,24527.73,12487.02,12049.74,10635.12,12536.69,23443.81,10049.91,14956.59,9439.52,13709.82,23815.04,9629.68,22276.74,12368.34,3782.28,11571.16,10205.14,11464.10,14956.59,27314.11,25296.88,27385.58,7824.76,11577.38,9570.26,6097.02,3662.37,15291.22,12647.57,12938.81,7335.51,19047.88,22145.34,19465.81,10049.91,4911.17,21050.25,12003.89,11208.61,11760.09,10640.95,24096.01,21039.99,4961.35,19774.65,3782.28,8967.88,11577.38,9127.99,10949.29,7583.86,9990.65,24544.78,14377.60,7643.12,10949.29,8475.22,8042.78,11902.60,31534.57,9828.36,14202.97,597.83,2473.55,11275.17,2763.05,14819.58,11346.64,1675.31,11662.78,19486.39,2151.22,8304.41,19654.74,8720.61,8701.77,12263.78,11275.17,10281.21,9386.32,8447.36,10632.43,8014.92,7824.76,19950.46,14322.88,21227.13,0.00,9598.28,14956.59,19167.80,24759.55,14766.68,16155.10,12813.62,23986.36,12094.20,24593.22,26934.52,12488.25,11400.23,7320.26,9950.57,25854.07,6581.94,11442.94,24426.66,24493.37,24837.80,10854.38,10057.36,11234.18,10515.26,8419.72,11234.18,12195.28,11234.18,10105.80,20538.48,18742.08,18363.56,17255.25,16506.67,11479.17,10569.54,9234.62,9056.52,8797.35
Eemshaven,13920.48,18324.64,15436.97,15436.97,14138.50,13070.83,13927.32,15696.86,13725.11,14196.75,387.61,18853.96,14610.86,13737.67,337.94,647.50,14759.87,18444.55,18522.09,17524.66,119.91,18725.53,14096.90,12479.78,14545.66,18235.11,2874.39,3840.53,13634.80,8524.44,16008.96,12175.88,557.19,15638.67,6675.56,3062.81,10444.73,4900.91,6819.52,11630.13,16896.00,11705.08,5000.25,12479.78,12620.27,17961.42,12740.18,17434.74,678.33,21842.43,9836.64,2132.65,9342.48,13618.98,13270.01,5322.32,14618.15,4280.77,12740.18,988.40,14545.66,13337.24,3532.20,4659.35,18634.71,846.69,14334.93,18255.91,12023.67,9306.81,13817.66,16608.02,18543.89,6629.37,14638.73,7446.45,14205.27,9342.48,16847.73,8357.77,14300.79,4280.77,18473.65,7256.80,6819.52,1036.84,7306.47,15325.64,10425.39,15930.65,4010.11,13581.60,15696.86,4399.46,14158.57,7138.12,12874.78,10848.87,717.74,12261.04,15930.65,19198.39,18324.64,19269.87,8410.97,6347.17,10226.71,15189.52,12754.87,10061.00,7417.35,14591.18,3064.54,13817.66,14027.17,14235.59,10425.39,14003.67,12932.08,6773.67,5978.39,11037.80,10243.75,18865.79,15809.77,5339.36,14544.44,12874.78,1036.84,6347.17,10780.37,10552.08,2464.98,4661.09,16426.60,16143.84,8931.77,10552.08,5759.60,8599.39,12178.23,23418.85,4498.80,5270.91,9789.67,11566.05,11550.80,11855.55,6264.31,12143.58,10767.81,11938.41,14256.17,8643.73,8679.89,14424.52,9617.39,9568.95,7033.56,11550.80,10024.50,2273.59,5901.31,9910.14,8390.39,8410.97,11832.28,5767.61,13108.95,9598.28,0.00,15930.65,13937.58,16643.83,15563.62,25247.60,4159.07,15868.18,6863.98,16475.04,18874.54,7258.03,2984.04,8972.64,10185.56,18683.15,8234.32,20535.44,18951.56,16375.20,17964.90,1256.09,529.32,1635.90,5185.71,1447.48,1635.90,6965.06,1635.90,507.52,12422.76,10626.37,11396.74,12207.04,12856.28,10520.02,9610.39,8696.93,8027.12,7087.16
All Other Chile Ports,23042.07,27446.23,24558.57,24558.57,23260.09,22192.42,23148.25,24818.46,26877.12,23417.68,16148.16,27975.56,23732.45,22958.60,16268.59,16256.53,23881.46,27566.15,27643.68,26646.25,16050.56,27847.12,23309.76,21601.38,27697.68,31287.78,15646.14,16682.99,26786.82,21676.45,29160.98,11873.21,16107.02,24760.27,19827.58,15793.92,5822.12,18052.93,19971.54,24782.15,26017.59,13220.01,18052.93,21601.38,21741.86,27177.78,21861.78,11131.42,15749.01,29316.36,6360.47,18063.30,7150.19,22839.92,22391.61,10608.33,23739.75,17532.13,21861.78,15380.75,27697.68,2900.52,16924.04,17712.03,27756.30,15847.12,27486.95,29472.71,4523.64,6860.70,26969.68,29760.03,27665.49,19781.38,23760.32,20598.46,27357.29,7150.19,10544.42,7914.50,23422.38,17532.13,27595.24,20408.82,19971.54,16967.49,20458.49,24479.29,5846.88,0.00,17361.32,8397.92,24818.46,17551.47,23280.16,20290.13,11443.23,8642.50,16169.25,6640.93,50.00,24424.53,27446.23,24496.01,7519.68,19499.18,5803.28,9126.03,11492.90,23213.02,20569.37,23753.50,15555.33,26969.68,23248.10,27387.61,5846.88,10115.66,22053.67,19925.69,19130.41,8930.77,7145.35,28503.14,28961.79,14571.92,27696.45,11443.23,15429.19,19499.18,19942.68,7453.69,15306.98,17912.44,25548.20,815.85,7589.92,7453.69,10466.61,7568.12,6801.43,30892.79,17750.15,21201.56,14528.34,12719.90,6384.73,12430.40,22194.95,3997.29,13558.78,6631.85,27408.18,12982.49,7250.76,27576.54,6649.96,6431.94,20185.58,6384.73,6785.62,13923.52,10198.92,7703.77,7540.26,7519.68,20953.88,21698.26,22230.55,14956.59,15930.65,0.00,27089.59,21869.97,548.16,18944.28,19738.50,24989.78,20016.00,25596.64,27996.13,20410.05,16540.53,18134.95,6086.71,27804.74,17396.63,12875.46,28073.16,25496.79,27086.49,17186.74,16021.47,17566.55,18437.06,14950.77,17566.55,20117.07,17566.55,16209.88,15662.12,16627.25,13051.66,11943.34,11194.77,8909.69,8451.12,7575.34,8443.83,9504.85
All Other India West Coast Ports,10785.13,7001.10,9336.42,9336.42,10833.57,11672.96,11672.45,9426.73,1975.07,12111.47,13816.43,6471.78,9896.06,11921.31,14275.51,13766.76,9747.06,6881.19,6449.98,7669.18,14057.49,7968.93,11631.81,12860.04,918.16,21891.20,11443.45,10743.31,1855.15,5413.14,2943.40,21745.39,13617.25,9654.50,8855.03,11491.89,21603.68,9036.66,7118.05,2307.45,10415.64,21282.55,9136.00,12860.04,12591.12,9399.37,12400.96,27004.25,13259.24,19663.42,20995.59,16070.23,20501.43,11533.70,11503.38,16481.26,10224.97,9954.82,12400.96,13399.73,918.16,24496.18,10405.38,9713.77,8948.81,13357.36,2514.65,5190.35,23182.61,20465.76,289.50,3542.46,6398.57,7407.55,10064.42,7855.86,308.33,20501.43,26417.25,19516.71,10206.13,9954.82,6231.96,7186.56,7118.05,14974.42,7446.45,12462.17,21584.33,27089.59,10363.00,24740.54,9426.73,9734.34,11263.04,7377.94,22444.30,22007.82,14655.32,23419.98,27089.59,22029.57,7001.10,21858.75,19569.91,8294.87,21385.65,24759.04,22324.38,4253.42,6660.20,12823.65,11902.53,289.50,12041.22,2415.31,21584.33,23573.19,11674.19,8953.14,8394.72,22196.75,21402.70,5800.24,2744.21,14487.42,5982.38,22444.30,13588.15,8294.87,18182.36,21711.03,11852.86,9375.83,8957.33,27302.78,20090.71,21711.03,16959.18,19758.33,23337.18,17736.79,10003.26,13340.26,19359.18,21135.57,22709.74,21425.06,13927.26,23302.53,20337.32,23097.35,5694.11,18213.25,19838.83,797.02,20776.34,20727.90,9213.03,22709.74,21183.44,15048.14,17060.26,21069.09,19549.34,19569.91,13270.68,13430.57,11991.55,19167.80,13937.58,27089.59,0.00,20141.28,26722.56,34817.12,13158.11,10065.65,9043.45,9145.75,8638.74,7667.44,16652.69,18120.69,21344.50,7558.29,17382.38,30104.95,6130.88,10614.32,6542.03,15193.67,14466.90,15573.48,9833.17,13379.16,15573.48,9144.52,15573.48,14445.10,20590.37,20203.84,20974.22,21784.51,22433.75,21678.97,20769.33,19855.88,19186.07,18246.11
All Other Fiji Islands Ports,10748.97,13607.78,11703.52,11703.52,10896.75,10238.99,11168.69,11963.41,21736.03,11438.13,16932.10,14137.10,10736.92,11177.73,16911.52,17092.65,11096.66,13727.69,14156.44,13159.01,16693.50,13797.93,11227.40,8952.57,19392.70,34411.33,18881.03,19917.87,21645.72,24682.40,17534.08,27337.14,16972.73,10694.03,22851.79,19069.45,17800.03,21077.14,22995.75,21576.71,13162.54,11239.45,21176.48,8952.57,9291.74,28072.59,9341.41,30933.20,17123.48,8640.53,18408.63,18218.14,18577.70,10860.36,10309.24,17043.72,11095.43,20457.00,9341.41,16714.07,19392.70,19276.55,19708.43,20835.58,12941.50,17291.84,22345.86,15985.47,18299.70,18417.15,20331.44,17274.19,14178.25,22805.60,10975.52,23622.68,20239.39,18577.70,30346.20,18880.48,10707.82,20457.00,14108.00,23433.03,22995.75,17508.12,23482.70,12326.68,17131.96,21869.97,20186.34,13738.51,11963.41,20575.69,11127.55,23314.34,28036.05,16204.77,16671.70,19300.66,21869.97,2554.57,13607.78,2626.04,19357.11,22523.39,17611.61,28927.81,27916.14,23522.68,23593.58,30595.37,19071.19,20331.44,11367.88,22246.52,17131.96,29164.94,9901.06,22949.90,22154.62,16802.60,17561.94,15015.90,17633.93,21343.55,25052.96,28036.05,16762.51,22523.39,26784.56,17253.61,18471.62,20837.32,12693.15,21828.82,19638.09,17253.61,17381.66,19405.55,15685.71,10216.96,20675.03,21742.19,24950.93,26727.32,16076.28,27016.81,22735.59,18068.90,25929.07,15715.31,24764.69,23102.56,18947.70,19680.97,18698.13,18480.10,23209.79,16076.28,17892.08,15711.88,17523.37,17143.50,19166.96,19357.11,8825.37,22238.89,9610.33,24759.55,16643.83,21869.97,20141.28,0.00,21502.93,38746.07,20604.22,10282.89,23040.21,12741.59,13280.66,23434.26,15001.43,24976.83,17271.94,13755.56,24238.51,32677.24,14585.92,10185.29,13599.25,17727.37,16523.92,17577.86,21361.93,16933.32,18107.18,23141.29,18107.18,16712.33,6207.85,11255.03,10971.75,11009.37,11377.63,17431.77,17949.04,18541.32,19026.52,18709.23
Coquimbo,22675.04,27079.20,24191.53,24191.53,22893.06,21825.39,22781.22,24451.42,26510.09,23050.65,15781.13,27608.52,23365.42,22591.57,15901.55,15889.50,23514.43,27199.11,27276.65,26279.22,15683.53,27480.09,22942.73,21234.34,27330.65,30920.75,15279.11,16315.95,26419.78,21309.42,28793.94,12044.53,15739.98,24393.23,19460.55,15426.89,5455.08,17685.90,19604.51,24415.11,25650.56,12852.98,17685.90,21234.34,21374.83,26810.74,21494.74,11302.74,15381.98,28949.33,5993.44,17696.27,6783.16,22472.88,22024.57,10241.30,23372.71,17165.10,21494.74,15013.72,27330.65,2492.84,16557.01,17344.99,27389.27,15480.09,27119.92,29105.67,4156.61,6493.66,26602.65,29393.00,27298.45,19414.35,23393.29,20231.43,26990.25,6783.16,10715.74,7547.47,23055.35,17165.10,27228.21,20041.78,19604.51,16600.46,20091.45,24112.26,5479.85,548.16,16994.28,8030.89,24451.42,17184.44,22913.13,19923.10,11614.55,8275.47,15802.21,6273.90,548.16,24057.50,27079.20,24128.97,7152.65,19132.15,5436.25,9297.35,11664.22,22845.98,20202.34,23386.46,15188.29,26602.65,22881.06,27020.58,5479.85,10286.98,21686.64,19558.66,18763.38,8563.74,6778.32,28136.11,28594.76,14204.88,27329.42,11614.55,15062.16,19132.15,19575.65,7086.65,14939.95,17545.41,25181.16,987.17,7222.89,7086.65,10099.58,7201.09,6434.40,30525.75,17383.12,20834.53,14699.67,12891.22,6017.70,12601.72,21827.92,3630.25,13730.10,6264.81,27041.15,12615.46,6883.73,27209.51,6282.93,6064.91,19818.55,6017.70,6418.58,13556.49,9831.89,7336.74,7173.22,7152.65,20586.84,21331.22,21863.51,14766.68,15563.62,548.16,26722.56,21502.93,0.00,19115.60,19371.47,24622.74,19648.97,25229.60,27629.10,20043.01,16173.50,17767.92,5719.68,27437.71,17029.60,13046.78,27706.12,25129.76,26719.46,16819.71,15654.43,17199.51,18070.03,14583.74,17199.51,19750.04,17199.51,15842.85,15295.08,16260.22,12684.63,11576.31,10827.74,8542.66,8084.09,7208.30,8076.79,9137.82
Asuncion,37687.97,40946.20,39204.47,39204.47,37906.00,36838.32,37694.81,39464.36,34604.65,37964.24,25126.46,40416.88,38378.36,37505.16,25585.54,25076.79,38527.36,40826.29,40395.08,41292.15,25367.51,41914.03,37864.39,36247.28,35425.20,39015.31,23373.67,24410.51,34514.34,29403.98,36888.50,13071.72,24927.27,39406.17,27555.10,23422.11,23865.72,25780.45,27699.06,32509.67,40663.49,30798.55,25780.45,36247.28,36387.76,31714.39,36507.68,8684.88,24569.27,45607.47,24404.07,27380.25,24800.42,37386.48,37037.51,23885.95,38385.65,25259.65,36507.68,24428.78,35425.20,21070.60,24651.57,25439.55,42402.20,24667.38,35214.47,39135.45,22664.13,24680.51,34697.20,37487.56,40343.67,27508.91,38406.22,28325.99,35084.81,24800.42,11083.14,24544.78,38068.29,25259.65,40177.05,28136.34,27699.06,26284.44,28186.01,39093.13,23846.88,18944.28,25088.84,26046.70,39464.36,25279.00,37926.06,28017.66,12641.74,26642.50,25854.46,24684.53,18944.28,41300.63,40946.20,41372.10,23474.08,27226.71,23846.88,10294.94,12691.41,30940.54,28296.89,28290.11,22984.83,34697.20,37794.66,35115.13,23846.88,11314.17,36699.57,27653.21,26857.93,26930.77,25145.35,39745.33,36689.31,20610.67,35423.98,12641.74,24617.20,27226.71,24479.29,25453.68,23233.18,25639.97,40194.10,18365.29,23292.45,25453.68,24124.54,23692.10,24801.43,47183.89,25477.68,29852.29,15726.86,13918.41,24384.72,13628.91,30468.90,22067.53,14757.29,24631.84,35135.71,17800.54,23953.73,35304.06,24369.93,24351.09,27913.10,24384.72,24785.61,25035.64,24096.68,25703.77,23664.24,23474.08,35599.78,29972.20,36876.45,16155.10,25247.60,18944.28,34817.12,38746.07,19115.60,0.00,28462.95,39635.68,27743.52,40242.54,42583.84,28137.57,27049.55,22671.56,24086.71,41503.39,21933.25,10792.19,40075.98,40142.69,40487.12,26503.70,25706.68,26883.50,26164.59,24069.04,26883.50,27844.60,26883.50,25755.12,33100.16,34205.79,30630.19,29521.88,28773.30,26909.69,26218.86,24883.94,24705.84,24446.67
Kleinhuningen,17880.87,19287.20,19397.36,19397.36,18098.89,17031.22,17887.71,19657.25,12945.65,18157.14,4008.32,18757.88,18571.25,17698.06,4497.01,3918.01,18720.26,19167.29,18736.07,19955.27,4278.98,20255.03,18057.29,16440.17,13766.20,17596.13,5089.28,4389.14,12855.34,7744.98,15229.50,15391.22,4008.32,19599.06,5896.10,5137.72,14252.58,4121.45,6040.06,10850.67,20856.39,15665.47,4361.28,16440.17,16580.66,17181.96,16700.57,20650.08,3989.49,25802.82,13644.50,6291.72,13150.33,17579.37,17230.40,9130.17,18578.54,3203.29,16700.57,4738.06,13766.20,17145.09,3951.87,4120.22,21234.91,4157.84,13555.47,17476.45,15831.52,13114.66,13038.20,15828.55,18684.67,5849.90,18599.12,6666.99,13425.81,13150.33,20063.08,12165.62,18261.18,3203.29,18518.05,6477.34,6040.06,5195.91,6527.01,19286.03,14233.24,19738.50,3710.81,17389.45,19657.25,3930.07,18118.96,6358.65,16090.13,14656.73,4876.81,16068.89,19738.50,23158.78,19287.20,23230.26,12218.82,5567.70,14034.56,18404.87,15970.21,9281.54,6637.89,17385.07,5548.36,13038.20,17987.55,13456.13,14233.24,17219.02,16892.47,5994.21,5198.93,14845.65,14051.60,18086.33,15030.31,8133.25,13764.97,16090.13,4786.50,5567.70,13574.25,14359.94,5498.69,3782.28,20386.99,19951.69,12739.62,14359.94,9567.45,12407.24,15986.08,27379.24,3421.32,7895.27,13005.01,14781.40,15358.65,15070.89,8511.88,15951.43,13983.15,15746.26,13476.70,11859.08,12487.74,13645.06,13425.24,13376.80,6254.10,15358.65,13832.35,6163.74,9709.16,13717.99,12198.24,12218.82,15792.67,8015.18,17069.34,12813.62,4159.07,19738.50,13158.11,20604.22,19371.47,28462.95,0.00,19828.57,6084.52,20435.43,20924.84,6478.57,6944.43,11766.52,13993.41,19844.39,11028.21,23750.78,18416.97,20335.58,18828.12,5415.16,4688.39,5794.97,4207.56,4787.73,5794.97,6185.60,5794.97,4666.59,16383.15,14586.76,15357.13,16167.43,16816.67,14327.87,13418.24,12504.78,11834.97,10895.01
Cebu,2345.06,3461.90,2095.49,2095.49,2393.51,3133.56,3232.39,2256.04,11660.40,3671.40,16156.45,3991.22,1497.15,3481.25,16135.88,16317.00,1856.89,3581.81,4080.81,3083.38,15917.85,3722.30,3191.75,3625.26,9317.07,31084.83,18105.39,19142.23,11570.09,14606.77,7458.45,26563.96,16197.09,787.99,18048.66,18293.81,20919.84,18230.29,16311.68,11501.08,3455.17,12643.81,18329.63,3625.26,3525.41,17996.96,3364.86,31822.82,16347.84,10929.94,20785.37,17442.49,20291.21,3093.64,3063.31,16370.38,2094.98,19148.45,3364.86,15938.43,9317.07,22396.37,18932.78,18907.39,2936.11,16516.19,12270.22,5909.83,21419.51,20255.54,10255.80,7198.55,4102.61,16601.18,1805.48,17049.49,10163.76,20291.21,31235.81,19306.49,1836.32,19148.45,4032.37,16380.19,16311.68,16732.48,16640.08,4022.11,20251.77,24989.78,19410.70,16858.32,2256.04,18927.97,2822.98,16571.57,27262.86,19324.58,15896.05,22420.47,24989.78,12160.14,3461.90,11989.33,19727.95,17488.50,20731.42,29577.60,27142.95,13447.05,15853.83,21421.24,18295.54,10255.80,3601.16,12170.89,20251.77,28391.75,2936.11,18146.77,17588.35,19922.41,20681.76,4940.27,7558.29,20570.36,14977.33,27262.86,15986.87,17488.50,26011.37,20373.42,17695.98,18569.46,2787.10,24948.63,20646.11,20373.42,16708.32,19846.13,18805.52,11789.34,19196.89,20966.55,24177.74,25954.13,19196.09,26243.63,21959.94,21188.71,25155.89,18835.13,14689.06,22329.38,19727.95,9605.34,20665.45,20517.67,18406.66,19196.09,20973.22,14936.24,16850.03,20263.32,19537.79,19727.95,4035.90,21463.24,3054.79,23986.36,15868.18,24989.78,10065.65,10282.89,24622.74,39635.68,19828.57,0.00,18237.08,2835.54,3275.27,16861.07,14225.79,24203.64,20391.75,3679.92,23465.32,34923.52,4510.29,1016.27,3523.62,16951.73,15748.27,16802.21,19026.80,16157.68,17331.53,18338.15,17331.53,15936.69,11282.90,11565.10,12335.48,13145.77,13795.01,20551.58,20559.11,19645.66,18975.85,18035.89
Izmit,18956.56,15172.53,17507.85,17507.85,19005.00,19467.21,19843.88,17598.16,8830.98,20282.89,6742.84,14643.21,18067.49,20092.74,7201.92,6693.17,17918.48,15052.62,14621.41,15840.61,6983.90,16140.36,19803.24,18876.16,9651.53,14990.67,4369.85,3669.72,8740.67,3630.31,11114.83,14671.80,6543.65,17825.93,218.02,4418.30,14530.08,1963.07,1925.40,6736.00,18587.07,18101.46,2062.41,18876.16,19016.65,13067.30,19136.56,19930.66,6185.65,27834.85,13921.99,8996.63,13427.83,19705.13,19666.39,9407.67,18396.40,2881.23,19136.56,6326.14,9651.53,17422.59,3331.78,2640.17,17120.24,6283.76,9440.80,13361.78,16109.02,13392.16,8923.53,11713.89,14570.00,1735.24,18235.85,2254.30,9311.14,13427.83,19343.65,12443.12,18377.56,2881.23,14403.38,2163.99,1925.40,7900.82,2114.32,20633.60,14510.74,20016.00,3289.41,17666.95,17598.16,2660.75,19434.47,1945.97,15370.70,14934.22,7581.72,16346.39,20016.00,25594.78,15172.53,25666.25,12496.32,786.25,14312.06,17685.44,15250.79,5166.87,2423.88,16491.58,4828.93,8923.53,20212.65,9341.47,14510.74,16499.59,19328.46,526.36,985.44,15123.15,14329.10,13971.66,10915.64,7413.82,9650.31,15370.70,6514.56,786.25,12854.83,14637.43,4779.26,2302.23,17128.76,20229.19,13017.12,14637.43,9885.59,12684.74,16263.58,25908.22,2929.67,6167.32,12285.59,14061.97,15636.15,14351.47,6754.33,16228.93,13263.73,16023.76,9362.04,11139.65,12765.24,9530.39,13702.74,13654.30,605.63,15636.15,14109.85,7974.54,9986.66,13995.49,12475.74,12496.32,18228.66,6257.63,19505.33,12094.20,6863.98,20016.00,9043.45,23040.21,19648.97,27743.52,6084.52,18237.08,0.00,17317.18,16810.17,2065.88,9579.10,11047.10,14270.91,15729.72,10308.78,23031.36,14302.31,18785.74,14713.45,8120.08,7393.30,8499.88,2660.24,6305.56,8499.88,477.92,8499.88,7371.50,18819.14,17022.75,17793.13,18603.42,19252.66,14605.37,13695.74,12782.28,12112.47,11172.51
All Other Vietnam Ports,2753.24,2963.47,1304.54,1304.54,2801.69,3641.08,3640.57,1394.84,10740.50,4079.58,16763.31,3492.79,2004.67,3889.43,16742.74,16923.86,1715.17,3083.38,3160.92,2163.48,16524.71,3364.35,3599.93,4828.16,8397.18,30164.94,18712.25,19017.05,10650.20,13686.87,6538.55,27170.81,16803.95,2424.39,17128.76,18900.67,21526.70,17310.40,15391.79,10581.18,2214.17,13250.67,17409.74,4828.16,4559.24,17077.07,4369.08,32429.68,16954.70,13469.92,21392.23,18049.35,20898.06,3501.82,3471.50,16977.24,2193.09,18228.55,4369.08,16545.29,8397.18,23003.22,18679.11,17987.50,3922.77,17123.05,11350.33,4989.94,22026.37,20862.40,9335.91,6278.66,3182.72,15681.28,2073.18,16129.59,9243.86,20898.06,31842.67,19913.35,2174.25,18228.55,3112.48,15460.29,15391.79,17339.34,15720.18,4430.29,20858.63,25596.64,18636.74,17465.18,1394.84,18008.07,3231.16,15651.68,27869.72,19931.44,16502.91,23027.33,25596.64,14700.12,2963.47,14529.31,20334.81,16568.61,21338.28,30184.46,27749.81,12527.15,14933.94,20501.35,18902.40,9335.91,4009.34,11250.99,20858.63,28998.61,3642.31,17226.87,16668.45,20529.27,21288.61,4020.37,6638.40,21177.22,14057.43,27869.72,16593.73,16568.61,25860.06,20980.28,18302.84,17649.56,218.02,25555.49,21252.97,20980.28,17315.18,20452.99,19412.38,12921.49,18277.00,21573.41,24784.60,26560.99,19802.95,26850.49,22201.00,21795.57,25762.74,19441.98,13769.17,22936.24,20334.81,8685.44,21272.31,21124.53,17486.76,19802.95,21580.08,15543.10,17456.89,20870.17,20144.65,20334.81,5238.80,21704.30,3959.67,24593.22,16475.04,25596.64,9145.75,12741.59,25229.60,40242.54,20435.43,2835.54,17317.18,0.00,3612.70,15941.17,14832.65,24810.50,20998.61,3321.98,24072.18,35530.37,3590.39,3781.57,2603.73,17558.59,16355.13,17409.07,18106.90,16764.54,17938.39,17418.26,17938.39,16543.55,12558.49,12171.96,12942.34,13752.63,14401.87,21158.44,21165.97,20252.51,19582.71,18642.75
