Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo,Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteburg,Buenaventura,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Shilong,1274.211807,2591.978968,192.2672999,198.4989122,1181.236049,2090.22404,1628.398583,79.66005547,5790.293583,1842.25308,9158.902231,2526.963909,799.8075187,1968.705594,8748.755333,9199.71783,591.7546704,2596.844243,1648.828508,1495.00767,8830.910461,3296.850745,1466.132484,2979.641721,4116.264266,10247.53479,10753.73152,10175.43607,5651.325937,7458.902731,3917.614374,17848.68825,9345.797347,1298.034761,7826.521565,10804.34392,16224.42589,8978.109068,7813.559418,6106.74485,0,10568.46793,9200.109452,2966.212618,2712.116603,10488.95723,2552.833769,18638.30146,9559.140638,7573.621483,16194.04916,7380.341788,1827.142941,1983.27678,12285.48108,769.8259408,9240.457664,2573.702593,9687.622569,4129.521758,18425.1583,9886.23614,9504.796412,3363.955133,9567.379586,6236.128719,2117.588307,17341.69673,15345.4224,4605.309319,3565.166703,1629.375793,8036.49663,829.6196572,7455.984369,4364.188073,15079.42758,18451.61642,14374.98033,932.6728363,9190.0139,2351.321866,7582.623316,7857.324828,8183.471531,7523.67126,1180.400651,15969.96888,18777.47565,9579.075276,14106.53798,155.2571405,9478.334388,1248.708807,7448.783462,18063.34871,14385.16877,8454.7108,16847.44883,9066.988162,8171.255286,10433.08949,11142.96152,11730.35561,13519.9172,13694.55131,14456.70488,13713.76256,13035.64236
Vancouver,9304.816237,13088.08593,10502.27167,10534.78651,9416.579175,8518.592774,8961.979914,10516.03459,12157.67027,8845.835901,8053.63344,13082.93255,10127.27,8636.75493,8108.091955,8111.950215,10104.0009,13101.08487,12161.46309,12039.07317,8061.054288,13543.15549,9120.978955,7783.654887,12662.60835,11356.04366,8964.684955,8950.295557,12121.5353,12331.57081,13753.06573,10900.82259,7919.221467,10776.26053,9976.92173,8973.100967,5784.039003,9795.022466,11099.64243,13050.03134,10568.46793,0,9994.274064,7803.126937,8020.125891,17139.2883,8162.645335,10818.19814,8083.859352,13060.94866,5931.959743,8025.943498,8764.835245,8615.286485,4706.255255,9884.50008,8929.70274,8146.318869,7470.761021,12677.46478,7866.410408,8904.074699,9713.662151,13223.14318,7893.3974,11961.98101,11694.13027,6778.76362,5213.6675,12124.25925,13088.48524,12118.71091,11034.11131,9966.066064,10571.28965,12310.5465,4999.532151,11008.63651,4444.084401,9836.429186,8995.786952,12919.77404,11104.94269,11060.86088,8292.920955,11006.83254,9392.368504,5459.747089,10194.64625,8843.675522,3616.158774,10530.22968,9427.667722,9319.933471,10903.14889,10981.5492,3817.185574,7786.000346,6400.61589,4182.8242,2467.603589,135.9962683,871.3417712,1380.915746,3022.263516,3437.640272,4383.772641,3881.222656,3960.00941
Marsaxlokk,9362.240412,9860.93054,9379.847257,9395.322608,9458.934464,9615.198164,8941.072989,9259.423424,4033.984412,8562.297756,1957.741978,9528.474815,9864.244313,8838.628807,2004.293629,1893.764493,9563.260242,9829.545456,8835.166,9502.414748,2023.952494,10613.78002,8970.455861,10253.13596,5970.51378,1795.612566,1795.412804,1368.169313,4136.152799,2870.360625,7335.86907,9219.203761,2076.644725,10482.28487,1381.076961,1833.46075,9793.84109,312.8965786,1718.206551,4415.358654,9200.109452,9994.274064,0,10265.77608,10126.07592,7505.105179,10053.30994,10695.52162,1917.259278,15648.37956,9339.620159,2902.474186,8920.754971,9550.282253,6145.21919,9549.277834,1066.620174,10069.24578,2533.081054,5968.197542,10939.07655,1238.05146,396.6802005,11210.99583,2106.012101,3524.92109,7472.007954,10551.871,8967.278198,5119.364871,6983.621751,8758.993166,1508.923238,9766.799491,1799.590842,5469.994786,8845.469637,10878.10269,8547.397584,9774.013859,1004.520057,9277.331112,1905.674605,1660.784079,2103.835158,1903.863537,9097.93872,10035.95338,11805.88537,1181.537685,11074.322,9350.115948,610.1787131,9219.857478,1921.213617,9616.888074,10505.16579,2440.83176,9900.457525,13614.26484,9133.402064,9989.929236,10713.43286,10868.87032,9773.016734,9114.077605,8784.44663,8391.314776,7500.236417
Yokohama Ko,1751.034523,5303.022561,2843.527516,2869.837497,1803.862241,967.0807249,1750.450232,2896.058523,7970.924224,1980.31651,9369.311734,5340.180363,2360.852198,1641.495079,9001.153557,9434.738934,2407.844272,5318.921453,4608.361479,4310.890613,9058.559683,5754.54471,1839.299155,23.04199574,6726.725027,11815.37924,11273.8575,10729.57212,7835.934443,9535.674136,6843.415825,18610.96735,9486.300192,2979.469073,8961.245588,11324.46973,13587.14238,9971.208041,9413.134441,8542.930395,2966.212618,7803.126937,10265.77608,0,259.5482936,13449.95378,419.4959831,18332.91808,9763.151705,8168.758023,13714.0859,7623.239706,1643.330708,1081.819964,10723.62029,2202.892572,9841.1061,397.3167255,9607.299811,6742.397721,15494.4197,10438.29059,10433.59775,5521.315412,9684.845321,8295.712964,4833.169604,14511.44901,12938.77853,6939.8541,6407.222308,4593.68246,9595.658433,2222.067935,8865.938382,6808.065831,12696.74432,18371.12805,12046.55773,2094.185634,9822.698499,5226.880596,9200.16588,9438.729647,8540.520353,9106.494518,1967.125132,13255.97886,17151.9781,10122.67053,11205.43825,2879.485824,10284.84051,1838.988856,8995.299903,18779.39192,11560.34384,8566.881547,14201.70467,6207.130239,5582.48486,7667.52444,8276.22426,8848.578762,10823.91026,11159.59698,12052.97718,11396.03265,10987.85985
Nagoya Ko,1491.579518,5076.364214,2592.76371,2619.692464,1545.939351,712.6021078,1503.803984,2642.738233,7740.371154,1752.968572,9294.54297,5105.096369,2124.139175,1417.422866,8919.578391,9358.390097,2158.939398,5091.437904,4356.565393,4071.815601,8979.619891,5550.646317,1586.756856,269.8141863,6473.182339,11644.8649,11188.17655,10636.40058,7604.695261,9316.871499,6584.359373,18741.78117,9418.641673,2777.445569,8807.003373,11239.21943,13802.92621,9835.325971,9226.816742,8300.174465,2712.116603,8020.125891,10126.07592,259.5482936,0,13192.60097,160.4256173,18592.32306,9692.305014,8149.05338,13916.68815,7529.96531,1407.029864,826.3292335,10823.53317,1951.511691,9736.795567,138.7441219,9560.233436,6488.795936,15742.33756,10342.92331,10306.35987,5339.389079,9620.918271,8073.396956,4574.578675,14747.62175,13130.98608,6698.05469,6147.84155,4340.659876,9413.303999,1979.559004,8690.310606,6561.062411,12885.58615,18625.1125,12227.2295,1850.7818,9715.538725,4985.793079,9011.398953,9253.876119,8445.986979,8919.709029,1708.315071,13477.78368,17403.11076,10025.47086,11445.40742,2628.21924,10166.68273,1579.668444,8810.503119,18968.6163,11790.61488,8493.638057,14420.73297,6465.34839,5768.863506,7884.316166,8508.607821,9083.819317,11037.93185,11357.17986,12240.84211,11572.696,11136.17212
Durban,11707.69377,8427.58857,10622.87907,10599.27837,11646.70475,12523.17577,11836.51252,10561.30601,6615.448746,11774.58121,9454.880432,8296.25865,11161.23533,12080.15709,9497.337768,9387.171532,11062.29421,8402.955918,8862.851938,9253.267175,9524.40876,8304.118739,11707.1798,13462.06036,7040.366291,5941.999543,8269.978889,8363.225274,6706.89097,5773.433566,6620.518916,7555.223416,9549.106996,10799.0813,7884.806439,8255.747591,12486.36572,7754.257821,6798.965716,5756.061788,10488.95723,17139.2883,7505.105179,13449.95378,13192.60097,0,13032.24891,8227.812292,9339.964467,9829.362394,12175.12235,9979.753604,12002.89338,12408.52336,12438.70371,11257.512,8558.398294,13053.87971,9930.123588,7023.668202,11038.77421,8457.39598,7719.865841,8806.910035,9529.429125,6590.439381,8705.884201,11888.42523,12674.56205,7183.597896,7114.493077,8870.368471,6791.970576,11270.51446,7422.324095,7159.145633,12817.53906,8134.113638,13190.94351,11392.2584,8503.301125,8342.474364,6869.295032,6822.190565,9461.363263,6982.371927,11517.58242,12880.91717,9261.458538,8574.74529,15114.56318,10585.15475,8010.792113,11634.2916,7106.266778,7636.082185,14590.61555,9899.567844,11968.7876,18708.05904,16528.01258,17197.11355,17432.44874,17101.97904,14888.30035,14244.51735,13325.67281,13612.37872,13300.97625
Kobe,1331.582947,4930.234649,2434.92747,2462.13807,1385.559384,563.1662265,1360.35336,2483.773233,7606.300599,1626.558112,9264.165539,4954.503502,1974.050867,1295.546064,8885.173647,9326.959093,2002.131358,4944.860071,4198.067722,3919.406822,8946.844614,5416.923885,1437.017066,430.2192939,6320.841953,11550.94639,11149.38864,10593.27977,7470.146138,9190.935976,6424.038634,18816.68699,9392.668244,2647.19969,8725.47804,11200.66397,13943.50486,9765.240961,9123.506388,8156.663536,2552.833769,8162.645335,10053.30994,419.4959831,160.4256173,13032.24891,0,18751.12544,9664.096122,8122.80595,14049.92218,7489.233843,1273.977615,674.7771983,10898.9683,1793.563671,9687.220033,22.86835713,9547.106954,6336.399507,15899.1326,10298.62433,10241.58664,5218.387954,9597.139215,7945.299837,4417.003775,14898.80916,13258.69838,6555.582564,5988.893121,4181.674796,9312.597632,1826.29428,8594.522131,6414.392667,13011.50114,18776.17164,12348.79982,1697.130209,9664.147161,4832.175741,8906.516637,9151.549481,8403.675792,8816.223475,1550.709445,13621.70764,17552.3371,9980.239177,11598.89017,2470.145955,10107.88073,1421.068721,8708.426831,19081.30717,11939.27569,8464.881801,14562.88674,6622.682107,5896.15768,8026.75908,8658.743723,9235.267712,11178.26066,11488.5187,12366.46697,11692.27191,11239.74047
Colon,19898.60878,16091.61149,18708.27292,18675.01475,19753.88464,19278.6289,19565.88573,18694.59671,13545.11379,19172.25089,11156.89525,16126.55084,18935.80429,19267.93034,11558.72806,11103.36488,19075.00921,16082.99343,17000.25906,17168.76257,11485.94007,15468.58704,19656.5734,18323.98833,14936.89104,9364.505878,9371.248853,9948.832588,13683.67044,11916.34532,14845.40499,1478.920166,10997.55852,18052.22627,12067.1272,9319.245242,5111.929267,10959.88795,11830.01142,13055.94243,18638.30146,10818.19814,10695.52162,18332.91808,18592.32306,8227.812292,18751.12544,0,10748.61837,11866.25626,5088.623362,12972.65377,19420.83273,19392.20773,8716.455471,19289.05091,10886.13479,18728.50644,10748.18567,14921.63299,2966.546521,10246.76705,10452.56021,15525.34575,10780.59724,13168.45611,16860.65131,4039.871597,5923.371812,14645.2471,15290.00888,17027.14242,11624.75875,19123.96919,12299.5939,14811.96564,6184.526213,265.8978294,6879.172172,19228.99487,10922.25945,16290.09896,12055.70892,11795.39251,12090.39177,12135.23203,19721.30717,5390.970134,1267.042498,10566.21876,7284.329018,18681.38349,10540.71102,19857.60595,12231.88733,1090.799484,7003.228743,11927.03563,4484.570134,12129.56154,13196.46567,10953.79423,10248.7243,9660.837942,7848.346645,7631.948709,6822.141548,7544.63301,8137.27471
Le Havre,9339.505449,10884.20931,9711.010763,9735.281648,9465.304309,9348.695564,8832.928624,9600.278407,5418.899103,8432.976003,408.3142613,10563.50664,10063.03623,8636.42182,814.9081821,359.7905678,9768.834446,10857.24195,9664.142021,10264.48924,738.2073741,11730.38664,8908.943756,9745.524721,7186.932719,3422.28252,1550.863784,1116.180305,5486.732282,4626.259046,8679.609166,9364.749284,286.9867408,10844.54244,2428.466798,1597.550762,8508.016356,1757.00027,3354.517779,6005.931129,9559.140638,8083.859352,1917.259278,9763.151705,9692.305014,9339.964467,9664.096122,10748.61837,0,16941.01473,8094.28095,2224.346168,8754.125993,9314.946469,4397.311889,9690.577969,875.0636012,9674.581078,615.8288095,7189.139739,10126.47184,918.3344717,1633.783316,12238.95011,190.967452,4956.962101,8260.171497,9475.829093,7561.504445,6294.223412,8198.245483,9580.64338,3203.315767,9922.40708,3098.855384,6651.022089,7392.909144,10980.58805,6976.26433,9890.950301,950.2903671,10282.47481,3466.810144,3301.101722,1375.693894,3413.269914,9112.572919,8674.159227,11623.10096,766.7082287,9352.86086,9690.857454,1345.193241,9207.678416,3367.09573,9766.628573,8833.638673,1199.233485,8755.417841,11849.10881,7417.979187,8083.472109,8796.206078,8958.465515,8005.357814,7392.535268,7209.354984,6712.239183,5771.520128
Melbourne,8055.068228,6056.816112,7444.821708,7416.193917,7913.56853,8274.625189,8598.029353,7544.922899,11671.24514,8986.476825,16586.15963,6377.972387,7201.122844,8863.079111,16192.87458,16606.10878,7473.753706,6083.832323,7289.791324,6710.321029,16281.2049,5214.63318,8487.793497,8190.479437,9808.520905,15169.91639,17390.10352,17013.19032,11584.26072,12801.32932,8360.421622,13044.93906,16796.44897,6344.232839,14631.27884,17414.63657,14528.73759,15617.88189,13937.81198,11233.06604,7573.621483,13060.94866,15648.37956,8168.758023,8149.05338,9829.362394,8122.80595,11866.25626,16941.01473,0,14961.61556,14917.21042,8722.456785,8273.842453,17751.52703,7595.039597,16306.34157,8119.637898,17220.11144,9807.877755,12944.96396,16828.24019,16044.91181,4703.170063,17008.86396,12166.46042,8690.397226,13610.14323,15407.66053,10695.84928,8788.8258,7373.916666,14140.80189,7366.213486,14005.74754,10337.53881,15536.02582,11608.46583,15806.82062,7425.971758,16232.15358,6658.558889,13766.64188,13995.28901,15622.72377,13787.22569,8235.642349,14320.68878,11219.32597,16622.94613,13203.44038,7458.240524,16209.68645,8168.820179,13797.4054,12676.82155,13811.15532,15982.49296,14323.67723,8878.888217,12474.71278,12997.46458,12651.42594,12746.45173,14395.0028,15107.99475,15570.80158,15863.93526,16621.86471
Cartagena,15042.10305,18712.31815,16193.43243,16229.09145,15175.04724,14332.19814,14590.87507,16166.17807,13368.96797,14351.82771,8414.231686,18485.08071,15959.33124,14246.64145,8779.133999,8406.771165,15866.541,18702.76768,17372.24139,17646.50888,8690.058705,19466.3818,14752.21469,13693.66055,15259.79196,9259.784358,7544.865683,8008.359404,13464.4231,12057.92325,16674.88896,4968.919832,8197.577037,16693.0988,10436.30868,7508.22895,471.2030611,9413.719781,11054.63385,13690.69758,16194.04916,5931.959743,9339.620159,13714.0859,13916.68815,12175.12235,14049.92218,5088.623362,8094.28095,14961.61556,0,9863.717817,14395.44504,14413.95756,4230.791043,15650.94914,8761.991785,14035.61681,7710.813767,15260.26208,2504.554595,8221.155473,8946.999799,19040.45835,8000.131854,12863.17386,16122.80403,1483.826312,850.474056,14372.56428,16279.73023,17292.48061,10837.53341,15781.32067,11051.94667,14730.86426,1117.464525,5322.730377,1823.24472,15656.23209,8835.833374,18196.4438,11245.09569,10997.50319,9326.962212,11237.95905,15051.18137,827.50916,4910.102578,8442.404673,2986.608445,16210.09918,8819.728236,15017.83495,11240.79625,5065.429759,2417.206446,8881.982922,745.8892647,8803.476786,8159.675734,6066.219456,5575.742108,5059.88981,2917.026226,2563.345793,1738.697831,2481.112736,3224.930056
St Petersburg,7115.162721,8979.974136,7523.711184,7549.673046,7241.095291,7145.172034,6610.079245,7416.554016,4325.567509,6210.285098,1816.033517,8680.734566,7849.899798,6420.123543,1414.722057,1869.400436,7558.463799,8957.240479,7678.509703,8222.558878,1486.715312,9860.97143,6684.769918,7607.1548,5669.463564,4691.828021,3660.299544,3106.96948,4335.168946,4329.624408,7195.646992,11578.35149,1982.702971,8651.213992,2099.270901,3711.65917,10218.23977,2590.49846,3185.552481,5146.416563,7380.341788,8025.943498,2902.474186,7623.239706,7529.96531,9979.753604,7489.233843,12972.65377,2224.346168,14917.21042,9863.717817,0,6534.878323,7106.299032,5735.896765,7473.19573,2231.047308,7501.233534,2311.221308,5676.523755,12129.33083,2815.050958,2935.925977,10286.30041,2202.822138,4014.574141,6303.979581,11326.31317,9193.608983,4817.564934,6601.219643,7593.594581,3188.71142,7705.310258,2585.916416,5143.891885,8978.837652,13203.28833,8425.321818,7670.68349,2222.192158,8389.314756,3137.931689,3159.726303,917.3760966,3030.01936,6888.906928,10295.16394,13825.68797,2499.983354,10360.56009,7505.974063,2729.158961,6983.393208,2914.550684,11981.57444,9983.993092,1074.409755,10581.80881,10958.61031,6549.316108,7976.86504,8869.45265,9219.614932,8991.355607,8535.077761,8636.996306,7993.202285,7022.217213
Yantai,704.2494414,4416.723508,1800.514152,1835.872937,852.5444378,731.662883,198.8536661,1786.234803,6333.596089,364.8597121,8346.5903,4351.749541,1664.474504,154.6505821,7949.338241,8402.710151,1491.601503,4422.467479,3399.549628,3322.029664,8019.443054,5083.263215,361.0116429,1644.161652,5115.308602,10337.93335,10166.4396,9593.457609,6197.787451,7918.150295,5396.015419,18106.52846,8498.735822,2554.222532,7564.46787,10218.4076,14401.20413,8645.4387,7889.41684,6900.592761,1827.142941,8764.835245,8920.754971,1643.330708,1407.029864,12002.89338,1273.977615,19420.83273,8754.125993,8722.456785,14395.44504,6534.878323,0,643.8306603,10706.61175,1291.001296,8662.927499,1295.658141,8727.590587,5131.317075,16629.39795,9295.510514,9141.834479,5058.711667,8713.40116,6671.653845,3298.579216,15520.12407,13553.38224,5297.143529,4890.337797,3360.927338,8085.194289,1476.751463,7383.473797,5171.754389,13289.89541,19686.64845,12590.49627,1377.562645,8631.029565,4164.147247,7668.735257,7920.02748,7429.690251,7582.232688,655.8480464,14142.8652,18754.95706,8975.274215,12343.10566,1819.993995,9035.902499,636.1691814,7478.458409,18511.12407,12580.10603,7566.466884,15026.38244,7790.613503,6348.808278,8630.204475,9377.706289,9970.693997,11694.89032,11872.51091,12657.38768,11925.67762,11307.66006
Gwangyang Hang,712.5775586,4481.801187,1894.111346,1925.278108,805.6006034,115.7596035,694.8302444,1921.900793,6947.495298,1008.611134,8909.1919,4468.362317,1545.374566,711.659203,8517.528173,8967.81388,1488.859347,4492.716776,3629.060142,3424.501727,8584.798621,5054.02177,762.3858116,1088.140588,5646.961491,10981.27244,10754.93888,10186.36951,6810.599868,8546.413031,5789.416253,18675.80062,9053.180597,2355.12754,8199.345532,10806.77707,14358.20356,9271.681636,8533.213863,7484.971899,1983.27678,8615.286485,9550.282253,1081.819964,826.3292335,12408.52336,674.7771983,19392.20773,9314.946469,8273.842453,14413.95756,7106.299032,643.8306603,0,10972.62425,1269.234631,9262.073598,697.5899586,9254.916227,5662.560263,16443.84217,9888.975821,9763.426669,4937.340225,9264.658122,7297.366151,3754.67536,15391.3101,13593.28045,5885.180764,5334.097307,3604.632276,8728.995994,1369.054749,8026.233123,5740.497417,13336.74375,19450.91547,12652.43787,1242.631439,9232.871484,4318.342854,8312.418774,8563.856481,8010.062927,8226.039664,893.6418762,14062.54411,18226.99683,9568.800396,12125.00655,1924.753542,9649.804821,774.2773944,8122.282656,19069.76369,12423.52998,8120.224408,14984.79906,7287.625831,6267.884409,8479.405527,9164.463818,9749.904817,11604.75128,11855.49991,12693.93915,11988.30813,11451.04736
Sydney,11410.60345,14513.7519,12351.9244,12386.55042,11558.72671,10933.18684,10876.59759,12284.53375,9772.10723,10544.52691,4601.687256,14257.65285,12368.44754,10552.48789,4886.957503,4621.02076,12162.77598,14498.15894,13161.67171,13552.81113,4803.633489,15391.82153,11021.20195,10700.58552,11380.17363,6992.806262,4623.480097,4825.244698,9825.32711,8990.331024,12909.5855,7919.947399,4393.209948,13260.83326,6812.021719,4614.528883,4528.829033,6077.317742,7739.885668,10401.54795,12285.48108,4706.255255,6145.21919,10723.62029,10823.53317,12438.70371,10898.9683,8716.455471,4397.311889,17751.52703,4230.791043,5735.896765,10706.61175,10972.62425,0,11982.94811,5235.975673,10894.69074,3860.725195,11385.82066,6689.891652,4908.1031,5770.844768,15632.07227,4246.333837,9333.07109,11896.13363,5713.941816,3485.535134,10503.88648,12334.65567,13079.37976,7573.667058,12181.7023,7487.950823,10845.64983,3256.14265,8980.874463,2691.571416,12084.05573,5314.915317,13967.0413,7862.087999,7685.049175,5366.128766,7810.439866,11315.29564,4567.997222,8939.803278,4998.848795,4958.391859,12353.923,5536.905769,11334.36002,7763.657353,8208.023004,4439.299826,4859.520506,4975.029578,8881.737636,5634.434749,4776.667374,5101.402492,5029.609323,3629.393227,2995.636342,2908.387554,2327.069083,1374.246646
Fuzhou,609.7869354,3215.316387,641.376831,669.0159969,476.7804866,1367.111038,1110.194453,696.2944072,6377.400411,1444.00364,9283.554753,3199.599432,397.3018401,1445.355307,8875.758062,9331.78049,219.9191424,3225.526189,2405.479302,2155.949782,8953.101863,3821.207301,961.9432595,2217.080939,4803.73448,10738.35669,10992.8216,10411.53836,6237.696679,8038.727965,4684.46334,18545.64894,9455.83889,1290.43983,8168.229373,11044.47974,15618.14708,9304.540493,8276.464884,6764.553644,769.8259408,9884.50008,9549.277834,2202.892572,1951.511691,11257.512,1793.563671,19289.05091,9690.577969,7595.039597,15650.94914,7473.19573,1291.001296,1269.234631,11982.94811,0,9469.860904,1813.840718,9746.01567,4817.800565,17691.04868,10115.96334,9824.477375,3769.331919,9675.999741,6796.604336,2813.409106,16659.21867,14817.44266,5219.344727,4312.849808,2391.388699,8492.471767,232.2094203,7863.432998,5006.53108,14556.48221,19042.06173,13861.93673,229.8599043,9426.790736,3055.402035,8046.569966,8316.22585,8325.938269,7977.637826,669.3031207,15329.44477,18673.31902,9800.391983,13379.82921,676.7282174,9766.019823,654.9469254,7892.026271,18811.19716,13691.17977,8537.768055,16245.49232,8304.462989,7528.251417,9748.612248,10425.60755,11008.27348,12871.16454,13103.49127,13918.50215,13196.47802,12597.06522
Genova,9188.96341,10297.84126,9406.214064,9426.886331,9302.950601,9310.733646,8715.652445,9290.01232,4656.746911,8320.739542,896.499841,9969.889904,9820.770332,8560.358476,1020.020503,829.7500139,9520.26254,10268.87376,9146.747686,9780.38084,1015.89828,11112.76069,8771.150537,9825.668725,6497.866501,2723.800941,1522.965546,941.6853097,4736.068046,3763.71459,7955.594443,9444.132913,1010.606254,10538.41252,1675.628167,1574.620454,9194.1584,882.6139321,2503.917907,5187.845484,9240.457664,8929.70274,1066.620174,9841.1061,9736.795567,8558.398294,9687.220033,10886.13479,875.0636012,16306.34157,8761.991785,2231.047308,8662.927499,9262.073598,5235.975673,9469.860904,0,9700.391237,1485.576488,6498.472897,10635.07069,647.0260201,856.373853,11661.66058,1057.204765,4175.632912,7746.003617,10086.04917,8288.365482,5611.425374,7517.810285,9065.4994,2341.648921,9697.880731,2316.512411,5969.705133,8136.645566,11098.12876,7761.920445,9683.430422,79.06528923,9698.67267,2632.412983,2449.090834,1321.165835,2589.04299,8942.422281,9390.280769,11877.34895,342.3313005,10194.10073,9381.632919,576.5601672,9050.815824,2556.425662,9848.640066,9658.847224,1493.634064,9387.882763,12587.4403,8116.76554,8924.186086,9657.015386,9829.94877,8857.381975,8230.104615,7997.326935,7534.577946,6607.72196
Osaka,1353.895627,4947.283201,2455.17502,2482.280765,1407.247209,585.8743534,1382.8194,2504.489101,7628.254592,1647.711911,9274.915204,4972.635342,1991.958777,1316.207973,8896.424264,9337.845803,2021.997873,4962.013547,4218.591835,3937.99779,8957.88988,5431.313747,1459.801975,408.340548,6343.705152,11569.24838,11161.26878,10605.68274,7492.133852,9212.266261,6446.118456,18813.55414,9402.855302,2660.748152,8742.372738,11212.51668,13927.67327,9780.860359,9142.73254,8179.222106,2573.702593,8146.318869,10069.24578,397.3167255,138.7441219,13053.87971,22.86835713,18728.50644,9674.581078,8119.637898,14035.61681,7501.233534,1295.658141,697.5899586,10894.69074,1813.840718,9700.391237,0,9555.615632,6359.263243,15879.23684,10311.16414,10256.59919,5230.305731,9607.048973,7966.795807,4439.738227,14880.52263,13245.46124,6578.078351,6011.458877,4202.409656,9331.562265,1845.05287,8612.962475,6437.096383,12998.60313,18753.34952,12336.70468,1715.991458,9677.53972,4851.111561,8925.897171,9170.676504,8415.906355,8835.462022,1573.458075,13605.13745,17529.55433,9992.884453,11579.96497,2490.485483,10122.1816,1443.713745,8727.520567,19071.75786,11921.58841,8475.394897,14546.72498,6599.939791,5882.849182,8010.447488,8640.670309,9216.868154,11162.4413,11474.5394,12353.60975,11680.53061,11230.83141
Dublin,9348.402969,11206.74751,9827.64424,9854.309793,9481.227839,9277.815461,8823.953079,9722.118378,5916.829864,8425.147253,741.4391811,10894.39156,10130.03537,8600.576706,1069.572007,761.4467637,9843.648852,11181.61973,9941.748111,10510.99636,980.8806381,12072.2974,8913.676125,9588.362777,7616.915537,3995.877106,1915.459815,1609.79139,5975.417863,5212.620282,9129.504758,9421.155552,533.3586516,10950.05257,2953.54804,1953.616539,8105.743928,2368.119997,3932.852086,6546.698733,9687.622569,7470.761021,2533.081054,9607.299811,9560.233436,9930.123588,9547.106954,10748.18567,615.8288095,17220.11144,7710.813767,2311.221308,8727.590587,9254.916227,3860.725195,9746.01567,1485.576488,9555.615632,0,7620.362329,9857.625479,1474.939523,2243.520588,12542.78225,428.6031532,5472.466789,8547.544635,9131.225137,7128.210134,6725.623751,8615.070461,9857.217866,3791.992057,9978.047899,3630.70023,7078.657966,6944.693195,10991.71077,6488.805149,9934.617324,1558.768824,10607.54564,4031.667987,3880.842959,1620.005688,3970.833621,9138.077061,8244.427402,11528.79841,1373.559354,8799.429022,9810.968416,1956.906803,9222.590398,3915.283963,9816.652471,8298.839066,1239.536381,8397.519548,11276.78361,6878.013622,7471.84917,8180.417946,8344.642136,7441.168537,6847.205857,6718.49613,6186.40501,5232.345115
Mumbai,5050.651005,3902.821143,4316.299757,4311.003934,5047.194845,5776.267278,4998.984401,4208.584111,1956.261757,4845.35913,6893.921367,3570.862447,4929.265955,5175.33904,6554.654952,6893.441401,4696.638475,3870.621606,3062.412448,3744.425587,6642.228661,4648.233071,4903.121085,6747.233901,16.70249246,6444.184823,7757.989572,7267.353495,1841.248973,3520.011255,1523.813823,13734.19819,7110.966291,5133.18625,4823.959853,7798.267083,15690.4246,5866.294737,4283.029993,2001.434868,4129.521758,12677.46478,5968.197542,6742.397721,6488.795936,7023.668202,6336.399507,14921.63299,7189.139739,9807.877755,15260.26208,5676.523755,5131.317075,5662.560263,11385.82066,4817.800565,6498.472897,6359.263243,7620.362329,0,16715.50343,7044.545405,6352.595132,5243.785388,7297.123633,2469.229848,2012.273094,16517.64988,14746.21372,895.5092448,1021.206164,3003.008846,4509.798903,4942.641976,4215.726728,542.3147274,14564.79835,14916.20675,14073.88623,5025.616074,6424.479682,3334.649181,4074.658233,4338.355572,6038.138945,4065.981851,4799.979716,15861.39787,16133.58213,6818.132135,15890.4861,4275.822901,6457.660521,4937.238096,4048.328839,14001.77697,15617.94732,6530.396346,15863.48416,12918.9383,10337.10703,12571.03256,13516.16643,14058.14807,14579.62091,14195.35329,14293.97214,13669.18169,12697.19866
